ID,firstName,firstNameNormalized,lastName,lastNameNormalized,birthDate,address,username,email,password
19,Pompeo,pompeo,Tamborini,tamborini,,"Canale Lauretta 79, Micciano",ptamborini7914,pompeo.tamborini41740@example.com,"G.(%?&1TrO@cz0nOziiGf0N?6gPf?vD7Y!x3d(TjdBOwQDw7j&C%,Qo@*nJ,dcBCdk2#JsG8tyd?.bG@4C?%LoN%xVl"
20,Lodovico,lodovico,Canevascini,canevascini,1964-05-09,"Piazza Melina 826, San Giovanni Alla Vena",lcanevascini5558,lodovico.canevascini57843@example.com,4Q@9&ME!1(uHThUDoSXUyMJNnjS0qJM6!ofKy(6QN$FfIZKDQa7Q%De#ko8HawhdMVaosSAu
21,Arturo,arturo,Farinelli,farinelli,,"Via Polesel 73, Aterrana",afarinelli1936,arturo.farinelli33984@example.com,@)gwM5pZVvB9)l9L6$*xwc3
22,Luisa,luisa,Lopresti,lopresti,1966-11-25,"Viale Ugolino 56, Cornale E Bastida",llopresti3650,luisa.lopresti72844@example.com,DM3Rme@PiA9M!ktYI.!aBYVxw8$?NS#F1mK2kdv(HGfJwzaRazQEFUrPs*IwNYsmrw1L1OK6!O7fFDl0&)!rrw.4dHeD21R&cLNuzFgw3
23,Elmo,elmo,Geraci,geraci,1945-08-23,"Viale Michelotto 0, San Polo Matese",egeraci6096,elmo.geraci79031@example.com,"E32r6Pb5XFvbgPQ@v()QJ7et%1RjQ9ic4AW9N9wS5na@C#D5v1Us?LUa*w?V#MtrJ67p(8xJhbqU8Hbu,xdW&SSGTEBueN"
24,Priscilla,priscilla,Alfonsi,alfonsi,1961-03-02,"Stretto Bova 397, Riva Del Sole",palfonsi1196,priscilla.alfonsi52509@example.com,"uWw#L4I.&1Vx7J!i(79ka30*,.YloIB0PSS()F53y$ac$,hJY&aJi#Ledjy27NoJ6Re(lmiYDK2D3pEWQa"
25,Iolanda,iolanda,Ricciardi,ricciardi,,"Strada Treccani 16, Casalnuovo Monterotaro",iricciardi8857,iolanda.ricciardi57449@example.com,"rw9kC%(ARYNWTOe8U1g34gikApR&(,&A(75@cOpHJY?@S@W)9W@2ehm63EjwpFg"
26,Silvia,silvia,Cesarotti,cesarotti,1959-09-22,"Strada Benedetto 8, Molino Del Piano",scesarotti5425,silvia.cesarotti46777@example.com,UOEK0tLNB8(tjJtP4ys9NzqVt.hA*wxI7CsQ9JZI
27,Serena,serena,Giannotti,giannotti,,"Via Casale 33, Carano",sgiannotti3549,serena.giannotti46405@example.com,dr3%!W0z4Uwc0uEgPwTu!PzO4tmphK#kSRs*1MR(0K0Yb2@CjV7K8*5hfA&5fo?gq18uY0b5dnwxabrDmfhB)2E9Gz1W0My21HNImOm0F5Mc9ElS(ZqJ*90QfW1
28,Gianpietro,gianpietro,Lamborghini,lamborghini,1972-08-13,"Strada Fantozzi 27, Viarolo",glamborghini5910,gianpietro.lamborghini32656@example.com,c8(9yCF7p&gK&TY$*$UmVznMt9@iTt2Vio$nMWxY8j!U8eDjLGslI$?R
29,Enzo,enzo,Ritacca,ritacca,2004-05-30,"Borgo Alina 19, Bousson",eritacca8593,enzo.ritacca32424@example.com,Kz@jC7VP7LLxjkq!*t4zuOxU7*G5
30,Pellegrino,pellegrino,Piovani,piovani,,"Stretto Montessori 38, Fanzolo",ppiovani7501,pellegrino.piovani57090@example.com,BLtvV.O1Iip8EgKv1Y9yHoLlZriW1I1XU52W?0&f0e
31,Damiano,damiano,Parmitano,parmitano,,"Incrocio Pierangelo 2, Tiglio",dparmitano8349,damiano.parmitano46517@example.com,nGkyM0@2#d$IqVNQCOyQg&bg2VzpFB5(5.s2
32,Tullio,tullio,Zamengo,zamengo,,"Stretto Cardano 183, Trecchina",tzamengo986,tullio.zamengo50766@example.com,7ZqRN0&#@noG?j#SC.#P
33,Concetta,concetta,Inzaghi,inzaghi,2001-01-07,"Vicolo Giorgia 897, Penna",cinzaghi1930,concetta.inzaghi78057@example.com,tdFf?T0W90B.l)g8JVCMU6Y6k2BV3GrL.oSXHZv3MYT%ECzmRJAs?X
34,Gloria,gloria,Casalodi,casalodi,1955-01-02,"Rotonda Mercadante 1, Naro",gcasalodi4017,gloria.casalodi14632@example.com,ZL9qNoQW4qUIGRzPqPx%JtZTT570U
35,Sabatino,sabatino,Curiel,curiel,,"Strada Sanudo 59, Iselle",scuriel9920,sabatino.curiel21600@example.com,(fcn#A(si$Z(T64y(PD9%VN2@&(bSrufjVnMM8o*tIqCA!MUfBJ@HXtbWsV52zp*Gy11c@X(ykP9rlwXMd7YjQTTIycUE8Ix
36,Girolamo,girolamo,Guglielmi,guglielmi,1967-05-05,"Piazza Totino 6, Sant'Agata De' Goti",gguglielmi5015,girolamo.guglielmi41084@example.com,$D(NHX8e
37,Rocco,rocco,Taliercio,taliercio,1957-07-02,"Canale Golino 3, Bazzano Inferiore",rtaliercio1554,rocco.taliercio97698@example.com,"?abLzKMWLbX,,NK24r4RH0@D#*nQcHD7gCDNrx"
38,Mario,mario,Alfonsi,alfonsi,,"Stretto Emilio 593, Casa Del Conte",malfonsi624,mario.alfonsi82333@example.com,4eAWT1raUA?T6$8kNp&GexMZc(uw?H@(avx3vS5p1oeTTTsSh5Nz.&
39,Aria,aria,Fornaciari,fornaciari,1946-03-02,"Canale Renzo 66, Parrana San Giusto",afornaciari2627,aria.fornaciari36399@example.com,?LAn6ZE*r8eUDNsFSJD&9xnjMuABFVU*DSAyM%P*o%6JGioPP*7?
40,Vittorio,vittorio,Nitti,nitti,1978-08-31,"Incrocio Magnani 813, Issogne",vnitti3923,vittorio.nitti32308@example.com,"Rz7hZMyltg(G9)%$Xk07iwsCCdf?B*,b$*MB63y2ehFUL*?9RiQgUgvxEjiK?2kB%EB8rCZyFF.e.foj!L"
41,Adriano,adriano,Ammaniti,ammaniti,1985-02-02,"Contrada Montanariello 239, San Pietro Di Cadore",aammaniti6185,adriano.ammaniti33394@example.com,"ff)U%Xb,RotX%mZCmN1(PAdUBg3V@1Smxn!PjoM2NAUe5fdqdiaTqpzPD0iq#SN"
42,Mariano,mariano,Monte,monte,,"Strada Carlo 525, Santa Croce Cervasca",mmonte2083,mariano.monte52835@example.com,"0JMb?kj,p?h3309HECJvt"
43,Calcedonio,calcedonio,Mazzi,mazzi,1994-08-26,"Canale Vespa 73, Riomaggiore",cmazzi3524,calcedonio.mazzi98229@example.com,"e0@t5N88Lnqf54(SljK&e&7x042JGPFgRc!PW0teeCztvQ!0B6cFdUk,)praPfj(eT$JgETJkExts%DVX$3ONHk#cvAhoVuwiSEGl!f))&*UQt9D6"
44,Annetta,annetta,Vezzali,vezzali,,"Vicolo Nitti 74, Torreano",avezzali3914,annetta.vezzali89873@example.com,"sSK.!5ZmHmQdo(*,A(W%,BgSz,c%RiQRK6h$F1HAUz,N#7?E74Y0.M*(MCl"
45,Morena,morena,Cilea,cilea,,"Strada Malpighi 2, Compiano D'Enza",mcilea2792,morena.cilea48714@example.com,OWI56pd)
46,Renata,renata,Caccianemico,caccianemico,1953-12-30,"Vicolo Sagnelli 464, Gualtieri Sicamino'",rcaccianemico6654,renata.caccianemico3727@example.com,0!%0oFbEE!nuiwSlt7rgCkg484%HPsEcqaNbdK81(ytMMGC
47,Pierina,pierina,Flaiano,flaiano,,"Via Ermes 8, Fimiani",pflaiano6431,pierina.flaiano53149@example.com,Z$a6)Hvi!
48,Gabriella,gabriella,Spinola,spinola,1955-12-04,"Rotonda Federico 325, Tricerro",gspinola6216,gabriella.spinola5937@example.com,"t4mbY&z!4v.MsE%..InnDOG,pr3t(21.cH4MQJTwi%dChF&"
49,Mario,mario,Ginesio,ginesio,2006-11-26,"Piazza Sole 58, Ville Sur Nus",mginesio8265,mario.ginesio837@example.com,YcRVAz*amCFb3FIC13V0XTFLFM2sh?q*7Hh
50,Alessia,alessia,Calvo,calvo,,"Strada Zeffirelli 725, Molare",acalvo7497,alessia.calvo30466@example.com,"IZpFF3TWq,P)8Mb#L3FMP$%AA5RS@7McR$"
51,Franco,franco,Vittadello,vittadello,,"Stretto Sabatino 632, Torrione Di Salerno",fvittadello9516,franco.vittadello35181@example.com,txwU0Tm7nnTNKp?SUIJsn6mp%Gb82!vsaM(ol0uZ143d0l&RpyQ618%u(Vp7.8IPDavEwia5omTG0PW18KN&r4nTw%%6$G90
52,Greco,greco,Federici,federici,,"Stretto Annamaria 76, Gargazzone",gfederici903,greco.federici43769@example.com,tlCe3!hdlvOP6L6AmcyHPu$!4?LnsGRJtX4WdcHof(LgcIN6!Km%9CK
53,Girolamo,girolamo,Mozart,mozart,1991-02-12,"Via Salvi 7, Tufo Di Carsoli",gmozart4638,girolamo.mozart52692@example.com,"q,7@HFNl?)O&RaNtvRxcspV!g5Y9DGgZ(F(.$ci?5F%MbBlHn&maJlqLDUX)jB$X$nbgVZKxkptb!hWx9$Dz&.OFbLe2oDMDpp3OU4dK9@SxdvMxyMd("
54,Adriano,adriano,Sorrentino,sorrentino,,"Piazza Nosiglia 97, Carrone",asorrentino1900,adriano.sorrentino16741@example.com,"XDvRif5b86vfQhBnd60dTyWAmF0CDeOh(&Wg!2l7YT#y9H@bN2vxrEdVnyhJR$*KpusxN$e,8p68cw8NqdoC?O5Ex.PGQf9A"
55,Federico,federico,Cignaroli,cignaroli,,"Incrocio Ilaria 94, Tognazza",fcignaroli3010,federico.cignaroli91295@example.com,"4stgQxDI*Nc*ui3GDAdhQLf8Xj9WIw@jnMsmav21Ap1,7awoy40HJD6G@K$msIm2YGZDDLIqPw1Xm!eW79rfOyaJg%"
56,Giacomo,giacomo,Cesarotti,cesarotti,1949-01-06,"Rotonda Branciforte 82, Vipiteno",gcesarotti4358,giacomo.cesarotti23912@example.com,$SCLfaTSLwxy8z?SDyHj61$h5Mts(3vW0aOZ%QAKpSkUssIh.(vYCeao.Y)3FONKwE#.G
57,Virgilio,virgilio,Camuccini,camuccini,1947-07-30,"Borgo Carolina 79, Manzolino",vcamuccini9723,virgilio.camuccini89742@example.com,"IOGe757R4L$r23nciluUUCt?,2KEW1r7yiL5kr*6fs3aBz9*CsVkoES7An9C*p5x3GxBL1,c?"
58,Marta,marta,Ubaldi,ubaldi,,"Vicolo Fieramosca 2, Valleggia",mubaldi5137,marta.ubaldi34766@example.com,!M6ia2vJnYHX0JB!YA8QfI3jSB$4J#JLa1%6GbZD
59,Vittorio,vittorio,Castelli,castelli,1960-12-03,"Piazza Emilio 92, Lisio",vcastelli7369,vittorio.castelli58151@example.com,"8zf&sVB%&Gu0T3YYs,L@%o1v"
60,Lolita,lolita,Spadafora,spadafora,1996-03-08,"Piazza Scaramucci 440, Scapezzano",lspadafora4081,lolita.spadafora61234@example.com,"TfxME4R2KU3PJ%.u0v3PgRKUT(BGBBr43@BL6ekC&Mg%TCwiHKEZO),,lC#u*h"
61,Etta,etta,Finzi,finzi,2006-04-02,"Viale Ficino 3, Bracca",efinzi7491,etta.finzi75655@example.com,e4yRuz0vAWu4dK!vHt(wCPCnpHRrmJh.5eg)3DoCiYOnwx0m.w3mY#GvBOqmc(oUg%g9%CqBVW&4*ay?Xzt%Df%kO(7(aug7KqDI1
62,Silvia,silvia,Falloppio,falloppio,2001-12-05,"Borgo Damiano 63, Sieti",sfalloppio1148,silvia.falloppio97498@example.com,i.5(6ti83O0OB#BSMsvwJwrwO(3cPpURTE*3nxk4J)U*vLa51b9V1edbls9v)BppUa5e37
63,Pierluigi,pierluigi,Gualandi,gualandi,1978-04-20,"Stretto Fiorino 118, Santa Maria Navarrese",pgualandi3927,pierluigi.gualandi99382@example.com,Q19T0IvGK&@ldHGS?6$6NfSZOQ%e#W?kU0RRB96pHEm6zmS#D60dT23P8YdLLdNg?9jSqLE0
64,Paulina,paulina,Balbo,balbo,1971-10-19,"Borgo Leopardi 22, Ardore Marina",pbalbo7024,paulina.balbo79551@example.com,zkagSTGeQFgp&qtOlJOLl$qBR#dudC(#K9!3
65,Melania,melania,Vendetti,vendetti,,"Viale Vivaldi 81, Grottola",mvendetti9917,melania.vendetti13957@example.com,"l)R60Eye3Ul7D%yRaZdp,)CqqS@FbV5g6pg.J&.,HfUzmK(eSVc$70ew"
66,Paloma,paloma,Gagliano,gagliano,,"Incrocio Villadicani 9, Filignano",pgagliano9008,paloma.gagliano9518@example.com,"#LoQP(UYv%2Np2O4?uRs!h5wkG%?3Xq$GsYMimaB$*FUcOw*dG?siX*!,!%*62xU2UVB"
67,Gianpietro,gianpietro,Columbo,columbo,,"Incrocio Morrocco 9, Montano Lucino",gcolumbo8517,gianpietro.columbo95858@example.com,HJJznVALB64KCQG1E5ke?pIG2$Ix9cW$P
68,Flora,flora,Tamburini,tamburini,1961-11-09,"Strada Ugolino 5, Selva Di Val Gardena",ftamburini2675,flora.tamburini1769@example.com,"puCMV7tBr1My)TO)98hl@nygVtgz7u9bdKqx!jK$pnn2D#,&saHP&BVgGfWcjlkF78FZvDju@9"
69,Valerio,valerio,Fantini,fantini,,"Contrada Bellini 882, Tresnuraghes",vfantini7195,valerio.fantini91670@example.com,"cMP23c?MeI8NmnK9u3rli7pzt@5k,)8mKKCPKdAp$DbIpnzRN#(7oOpSg$g"
70,Santino,santino,Foconi,foconi,1945-12-12,"Viale Sandra 511, Torello",sfoconi2814,santino.foconi57506@example.com,"O8(r97TRo,MJ1sR3Y$*vuaOl@?dlQSn2#5Atbmft."
71,Vincenzo,vincenzo,Virgilio,virgilio,1961-03-23,"Borgo Federico 6, Fie' Allo Sciliar",vvirgilio5295,vincenzo.virgilio61821@example.com,o69%EFLc!.z&U3vtYl)YM3rCcPsh4K#*#hKrCUwZ?55BcEKm7LPs
72,Cecilia,cecilia,Florio,florio,,"Incrocio Iadanza 815, Boccaleone",cflorio6511,cecilia.florio80985@example.com,$LkEvf4BAtdZLN!7rqZ?Mvd7#UnSd$hfThjfNsD
73,Gabriele,gabriele,Iannuzzi,iannuzzi,,"Vicolo Raffaele 27, Vairano Stazione",giannuzzi7473,gabriele.iannuzzi19801@example.com,a&Q4OU1.2Z4qFOy@Nni9InzrWFAg%lx0EOPTIl
74,Enzio,enzio,Soranzo,soranzo,,"Via Achille 54, San Patrizio",esoranzo666,enzio.soranzo37253@example.com,"&MGEm$l)aGDkh%Ae#a61nekNws,1aXl@ibH8lkechRItaV#l@US(Hom6($&yCB40Y9Cq4y8%vcW5B)XAjRa@j"
75,Dionigi,dionigi,Farnese,farnese,,"Vicolo Avogadro 4, Lentini",dfarnese3004,dionigi.farnese86919@example.com,M5h.@rldnFcze!DF*u5mJVQ$uzczpP(H3Uo!xp0caJx8Jc@ia5zk$nf69.3MaEls%UC?dmqn2$VPX?2cLbPnQ.Uh*096(&5ENS0d
76,Ornella,ornella,Priuli,priuli,,"Rotonda Costanzi 7, Domanins",opriuli1352,ornella.priuli93406@example.com,OrcKH5VHnn?@39s3A7Hp01GF4N*g
77,Pellegrino,pellegrino,Cammarata,cammarata,,"Vicolo Trincavelli 71, Avise",pcammarata780,pellegrino.cammarata97897@example.com,"FwiJvlGvds(MJZkzz.R.$qutPOw@iTvpB%6QCJq9PY2t8Wz*W3U?3tGiIHAN*Yg@viOP4ySak3Me($TwdTJYaSK%2?jd,WLyGS"
78,Carolina,carolina,Maggioli,maggioli,1967-07-15,"Contrada Bazzi 6, Tresigallo",cmaggioli9327,carolina.maggioli37311@example.com,"xNAzf%$YdL3(R2waJa,d@dyquw8O0LstuDz"
79,Valerio,valerio,Basso,basso,,"Contrada Lombardi 77, Ciconicco",vbasso3883,valerio.basso95406@example.com,l%$LnxG&OWZnW@9wyX3i?Rvo9LCpSi4Lo6.8B3!wo)vn3SIOIM.Zn7VhORd
80,Cesare,cesare,Boccaccio,boccaccio,,"Via Ermanno 998, Veglie",cboccaccio2667,cesare.boccaccio52458@example.com,"(otRTxugw!#SB&g$YanLpt)HIV21J&*%GWNvw,vJ64gJOuamBBA.F7zA1?(b*n9u,71Gp"
81,Romeo,romeo,Bragaglia,bragaglia,,"Contrada Nicola 42, Rassina",rbragaglia4224,romeo.bragaglia78543@example.com,"&%Q3%m,11ONzHvQ?m6&8WhG63%3KQO#gxb07Zr2999Ia#qrztc(e!PRY(.y#R*@K0HQWJ.hVdo4hnfXI(V9YW"
82,Marisa,marisa,Casadei,casadei,,"Viale Bianchini 5, Voghera",mcasadei9583,marisa.casadei31389@example.com,p897BF8oz)i
83,Etta,etta,Porcellato,porcellato,1957-12-18,"Via Gianfrancesco 59, San Benedetto Di Lugana",eporcellato1911,etta.porcellato15930@example.com,"oa%QDCkG8j*B&)$0j%ZjLy1dz&seUi4zs9ZrlG3i!#x7pF7o8lC)Upzi1vN,73W8Fo@M*0E"
84,Paloma,paloma,Murri,murri,,"Via Luciani 987, Lova",pmurri2635,paloma.murri80566@example.com,Q9NY#&mtL
85,Costantino,costantino,Bresciani,bresciani,1950-09-04,"Vicolo Tasca 92, Taverna",cbresciani8699,costantino.bresciani8493@example.com,zyQ?wP?.2CXQ75bU?%Gbn$
86,Maria,maria,Doglioni,doglioni,1995-10-11,"Borgo Fredo 7, Pecetto Di Valenza",mdoglioni4127,maria.doglioni76312@example.com,"ETeu!3@Bjj.lRy7(3q2L&RUS%zbTKI#c9Q*uJEGtU8k,J&7&u*HAHIkuX)!46u8o,ebflJUdUiCG11ixVNais1Ab*tb.TB9Pkpf"
87,Delfino,delfino,Munari,munari,1996-11-25,"Rotonda Stefanelli 734, Corva",dmunari195,delfino.munari46975@example.com,"z7C*aAj%xQNRw.ye)kGakWq0n5)dVCUtPrkTGTgb#A5FIIL&(1ft1iY54C@qW6IL%MpS5r3SgYDLCWzvnx4!S2l5ooL,!.bGh*MNrdETKYz3jQIs"
88,Ruggiero,ruggiero,Nibali,nibali,1953-10-03,"Viale Bragaglia 514, Incudine",rnibali282,ruggiero.nibali21230@example.com,"m9sq*LAk@D)K,RSuKLqto(sOVP8lEUeJSNHSU1rjpe8aKVLAgKKH)gOcQUM@m6)Wg"
89,Liana,liana,Agostini,agostini,,"Viale Lisa 12, Carbonara Di Nola",lagostini8026,liana.agostini13080@example.com,"5oALpRpuQQ,#Q8i(JEuBFSZ,gG7(mCuZEqcHqe#zA0.K7YA,2c@Ulzs&9K20Iyz8Cz0tnD"
90,Silvestro,silvestro,Corradi,corradi,1996-06-25,"Vicolo Elvira 8, Magaro",scorradi6241,silvestro.corradi15835@example.com,yaGJzO#EN!(hT*vLRy)bCHUs*DgFeC%MyDH008ySbdeyW6)12FATGSk52#FZeavaRx@qQFeX@66RywZ(?uwFhBzDMM2y00
91,Graziella,graziella,Vezzali,vezzali,1990-04-19,"Vicolo Gregori 62, Castions",gvezzali9139,graziella.vezzali59040@example.com,"rmnp@nZR)1k,5&5gxCdlvG@B(Vk@2WKT#lP$C4hj8jAKHkESQ!yBhG!SSSGMDt@!KKof?nBK!cYg*4B68#KS1t9JTgcJ@HyM1T"
92,Fortunata,fortunata,Morandini,morandini,,"Rotonda Barracco 85, Tarsogno",fmorandini7857,fortunata.morandini88121@example.com,cCO@Uy$JCtLM?Lyk5eeL$o2OLNoQ&UHR9(q.NVwR*)h
93,Melania,melania,Fabrizi,fabrizi,,"Vicolo Ettore 653, Tordandrea",mfabrizi2730,melania.fabrizi57613@example.com,"ImWX5!ExOpsc2q&&,Ip390%C4$B&0G,Oq1JImLnS!CgGHo%gjk,ZFxgyh9qlamJWnJYogBv*P1qRpG.oux%6X#sOpEF"
94,Melania,melania,Mazzacurati,mazzacurati,,"Stretto Toscani 5, Peonis",mmazzacurati1937,melania.mazzacurati76903@example.com,"fsyMJWkPmFd4N(s1m5fM(rUw0dlAq6t.?v#(r#D,#VrGaVw4xDd%3)Il@$L"
95,Mirko,mirko,Conte,conte,,"Stretto Venditti 345, San Marcello Pistoiese",mconte8418,mirko.conte30562@example.com,"#yTAJ88I?#szVSIJA,p#o6fE33*c%eWtR8S*i0g0jizwukJ"
96,Donatella,donatella,Ruberto,ruberto,,"Piazza Eleanora 60, Prepotto",druberto8009,donatella.ruberto380@example.com,"A0kEX@o6NA)A,p83,j%4qof$)neJ6e!@l1fG9m4XamK2DNuZs.E(e@A4"
97,Adamo,adamo,Cendron,cendron,,"Strada Corradi 1, Trentino Nel Frignano",acendron5456,adamo.cendron52310@example.com,"%0,hE1Wx6i%HU4Wp8OHjL8nM9to%WUcEA0!$jyF&ZcwWv4??"
98,Massimo,massimo,Bova,bova,1976-07-17,"Piazza Ferdinando 939, Vianelli",mbova6603,massimo.bova10273@example.com,yOI7EyE?zi5qUO%dZWD7yxqqQVQ&qX%0KduNw$B&eJN)1tuSL1FH*fZq6Mh#gf65aXuZj2zROMsMB?O#bHM%4i9km&j1VuqF5nyaHUUIZRa
99,Pina,pina,Galeati,galeati,,"Strada Pina 61, Pietrabuona",pgaleati2089,pina.galeati49386@example.com,qHhpCdak(P?u8sMZ3s9JUk)w?bg@q?ywBtOfcEEo&mgmsp.Ysh0H4N&1q1LQ32)PAB$IUhe
100,Annunziata,annunziata,Cuzzocrea,cuzzocrea,,"Canale Venditti 572, Garbagnate Milanese",acuzzocrea7127,annunziata.cuzzocrea61488@example.com,Usmuw7Mok((%IC$P9K.acAUT.1bgx92Tf0FRSa8dJk3KwHy9Sgyuh4o2zC!0F0ZKvQj&(5Rr0KIxzth#7skD@rzSPAgVLg!rL.m
101,Martino,martino,Gilardoni,gilardoni,1997-05-15,"Canale Scaduto 2, Villa Verde",mgilardoni3667,martino.gilardoni9609@example.com,m$xJzW4xe6iUWSFH5YB)TW3BtSNV7FnFQkpl@#a@Pvt7(*1v8H*3AQsXwzgCIMt7LCstZ$j5n
102,Alberico,alberico,Vitturi,vitturi,,"Strada Angelo 43, Badia A Elmi",avitturi7087,alberico.vitturi74272@example.com,"Vt#C$#w!SU3di&1CewgY,S$DquZo!0bIwGXtv386L#bQA8g9Q61VlrmqXNrh#?P*SDkih)fruUIF"
103,Melina,melina,Geraci,geraci,,"Via Govoni 396, Monterenzio",mgeraci2153,melina.geraci23387@example.com,"!LHqpEA)46(oO8ujJIzz0fO&jOo00%HSFowGc(9I,aoZ6j(7slI%t86XuboQxK3I6(kJhgv9%dtXWfzASn1%(ermMGwmKWlhbDh6um."
104,Fernanda,fernanda,Filogamo,filogamo,,"Rotonda Salvatore 56, Castel Condino",ffilogamo4464,fernanda.filogamo11796@example.com,"VcIj?Fu74LDza$NJdpzMfc6YI*4(#bYcTAH42r,v%sMl1K%MMOC#Ukx4OPK"
105,Durante,durante,Pezzali,pezzali,1991-03-10,"Contrada Piersanti 70, Montalto Dora",dpezzali3935,durante.pezzali80858@example.com,"7?1#sOn5ZZJjdmnAMciVsrh&AUtWM7?MiRe3OUJH$7!UaDAf@hmp@Q(WF7ZjMvT,B7vbY(FI9e!UrO0$x6udV8JFb,UnOMrkClNOWa*i19wU0CbZj"
